main,title,speaker,ref,presenter,Aalto Touko /vihr,Adlercreutz Anders /r,Ala-Nissilä Olavi /kesk,Alanko-Kahiluoto Outi /vihr,Alatalo Mikko /kesk,Andersson Li /vas,Anttila Sirkka-Liisa /kesk,Arhinmäki Paavo /vas,Berner Anne /kesk,Biaudet Eva /r,Blomqvist Thomas /r,Eerola Juho /ps,Eestilä Markku /kok,Elo Simon /ps,Elomaa Ritva /ps,Eloranta Eeva-Johanna /sd,Elovaara Tiina /ps,Essayah Sari /kd,Feldt-Ranta Maarit /sd,Filatov Tarja /sd,Grahn-Laasonen Sanni /kok,Gustafsson Jukka /sd,Guzenina Maria /sd,Haatainen Tuula /sd,Haavisto Pekka /vihr,Haglund Carl /r,Hakanen Pertti /kesk,Hakkarainen Teuvo /ps,Halmeenpää Hanna /vihr,Harakka Timo /sd,Harkimo Harry /kok,Hassi Satu /vihr,Hautala Lasse /kesk,Heikkinen Hannakaisa /kesk,Heinonen Timo /kok,Heinäluoma Eero /sd,Henriksson Anna-Maja /r,Hongisto Reijo /ps,Honkonen Petri /kesk,Hoskonen Hannu /kesk,Huhtasaari Laura /ps,Huovinen Susanna /sd,Häkkänen Antti /kok,Hänninen Katja /vas,Ihalainen Lauri /sd,Immonen Olli /ps,Jalonen Ari /ps,Jarva Marisanna /kesk,Jaskari Harri /kok,Jokinen Kalle /kok,Juhantalo Kauko /kesk,Juvonen Arja /ps,Järvinen Heli /vihr,Kaikkonen Antti /kesk,Kalli Timo /kesk,Kalmari Anne /kesk,Kanerva Ilkka /kok,Kankaanniemi Toimi /ps,Kantola Ilkka /sd,Kari Emma /vihr,Kari Mika /sd,Karimäki Johanna /vihr,Kasvi Jyrki /vihr,Katainen Elsi /kesk,Keränen Niilo /kesk,Kiljunen Anneli /sd,Kiuru Krista /sd,Kiuru Pauli /kok,Kivelä Kimmo /ps,Kiviranta Esko /kesk,Kontula Anna /vas,Kopra Jukka /kok,Korhonen Timo V. /kesk,Koski Susanna /kok,Kosonen Hanna /kesk,Kulmala Kari /ps,Kulmuni Katri /kesk,Kurvinen Antti /kesk,Kymäläinen Suna /sd,Kärnä Mikko /kesk,Kääriäinen Seppo /kesk,Laitinen-Pesola Jaana /kok,Lapintie Annika /vas,Laukkanen Antero /kd,Lauslahti Sanna /kok,Lehti Eero /kok,Lehto Rami /ps,Lepomäki Elina /kok,Leppä Jari /kesk,Lindström Jari /ps,Lindtman Antti /sd,Lintilä Mika /kesk,Lohela Maria /ps,Lohi Markus /kesk,Louhelainen Anne /ps,Löfström Mats /r,Maijala Eeva-Maria /kesk,Marin Sanna /sd,Mattila Pirkko /ps,Meri Leena /ps,Mikkonen Krista /vihr,Modig Silvia /vas,Multala Sari /kok,Mustajärvi Markus /vas,Mykkänen Kai /kok,Myller Riitta /sd,Myllykoski Jari /vas,Mäkelä Jani /ps,Mäkelä Outi /kok,Mäkipää Lea /ps,Mäkisalo-Ropponen Merja /sd,Mäntylä Hanna /ps,Mölsä Martti /ps,Niikko Mika /ps,Niinistö Jussi /ps,Niinistö Ville /vihr,Nurminen Ilmari /sd,Nylander Mikaela /r,Nylund Mats /r,Oinonen Pentti /ps,Ojala-Niemelä Johanna /sd,Orpo Petteri /kok,Paatero Sirpa /sd,Packalén Tom /ps,Pakkanen Markku /kesk,Paloniemi Aila /kesk,Parviainen Olli-Poika /vihr,Parviainen Ulla /kesk,Pekkarinen Mauri /kesk,Pekonen Aino-Kaisa /vas,Pelkonen Jaana /kok,Pirttilahti Arto /kesk,Puumala Tuomo /kesk,Pylväs Juha /kesk,Raassina Sari /kok,Raatikainen Mika /ps,Rantakangas Antti /kesk,Razmyar Nasima /sd,Rehn Olli /kesk,Rehula Juha /kesk,Rinne Antti /sd,Risikko Paula /kok,Ronkainen Jari /ps,Rossi Markku /kesk,Ruoho Veera /ps,Rydman Wille /kok,Räsänen Joona /sd,Räsänen Päivi /kd,Saarakkala Vesa-Matti /ps,Saarikko Annika /kesk,Salolainen Pertti /kok,Salonen Kristiina /sd,Sarkkinen Hanna /vas,Sarkomaa Sari /kok,Satonen Arto /kok,Savio Sami /ps,Savola Mikko /kesk,Semi Matti /vas,Sirén Saara-Sofia /kok,Skinnari Ville /sd,Soini Timo /ps,Strand Joakim /r,Stubb Alexander /kok,Suutari Eero /kok,Taavitsainen Satu /sd,Taimela Katja /sd,Talja Martti /kesk,Talvitie Mari-Leena /kok,Tanus Sari /kd,Tavio Ville /ps,Terho Sampo /ps,Tiilikainen Kimmo /kesk,Toivakka Lenita /kok,Toivola Jani /vihr,Tolppanen Maria /ps,Tolvanen Kari /kok,Torniainen Ari /kesk,Tuomioja Erkki /sd,Tuppurainen Tytti /sd,Turunen Kaj /ps,Tölli Tapani /kesk,Uotila Kari /vas,Urpilainen Jutta /sd,Wallin Harry /sd,Wallin Stefan /r,Wallinheimo Sinuhe /kok,Vanhanen Matti /kesk,Vartia Antero /vihr,Vartiainen Juhana /kok,Vehkaperä Mirja /kesk,Vehviläinen Anu /kesk,Viitanen Pia /sd,Vikman Sofia /kok,Viljanen Eerikki /kesk,Virolainen Anne-Mari /kok,Vähämäki Ville /ps,Yanar Ozan /vihr,Zyskowicz Ben /kok,Östman Peter /kd,Sipilä Juha /kesk,Immonen Olli /eimm,Elo Simon /sin,Elovaara Tiina /sin,Harkimo Harry /liik,Hongisto Reijo /sin,Jalonen Ari /sin,Kauma Pia /kok,Kivelä Kimmo /sin,Kulmala Kari /sin,Laiho Mia /kok,Lindström Jari /sin,Lohela Maria /liik,Louhelainen Anne /sin,Mattila Hanna-Leena /kesk,Mattila Pirkko /sin,Mäkinen Riitta /sd,Mäkipää Lea /sin,Mölsä Martti /sin,Niinistö Jussi /sin,Oinonen Pentti /sin,Puska Pekka /kesk,Rehn-Kivi Veronica /r,Reijonen Eero /kesk,Ruoho Veera /kok,Saarakkala Vesa-Matti /sin,Soini Timo /sin,Terho Sampo /sin,Tolppanen Maria /sd,Torsti Pilvi /sd,Torvinen Matti /sin,Turunen Kaj /kok,Vahasalo Raija /kok,Väyrynen Paavo /tl,Elo Simon /uv,Elomaa Ritva /uv,Elovaara Tiina /uv,Hongisto Reijo /uv,Jalonen Ari /uv,Juvonen Arja /ejuv,Kivelä Kimmo /uv,Kulmala Kari /uv,Lindström Jari /uv,Louhelainen Anne /uv,Mattila Pirkko /uv,Mäkipää Lea /uv,Mäntylä Hanna /uv,Mölsä Martti /uv,Niinistö Jussi /uv,Oinonen Pentti /uv,Saarakkala Vesa-Matti /uv,Soini Timo /uv,Terho Sampo /uv,Turunen Kaj /uv,Ruoho Veera /eruo,Elo Simon /si,Elovaara Tiina /si,Hongisto Reijo /si,Jalonen Ari /si,Kivelä Kimmo /si,Kulmala Kari /si,Lindström Jari /si,Louhelainen Anne /si,Mattila Pirkko /si,Mäkipää Lea /si,Mölsä Martti /si,Niinistö Jussi /si,Oinonen Pentti /si,Saarakkala Vesa-Matti /si,Soini Timo /si,Terho Sampo /si,Torvinen Matti /si,Turunen Kaj /si,Turunen Kaj /sin,Lohela Maria /sin,Harkimo Harry /HH,Väyrynen Paavo /PV,Nivala Eija /kesk,Väyrynen Paavo /kp
Äänestys 5 klo. 14:06 Istunto 111/09.11.2016 klo. 14:00,Hallituksen esitys eduskunnalle laiksi kiinteistöverolain muuttamisesta,Maria Lohela,HE 174/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Pia Viitasen 2. lausumaehdotus",J,P,P,J,P,T,P,T,P,J,J,J,P,J,J,E,P,P,E,E,J,E,E,E,P,,J,J,P,E,J,J,J,J,J,P,J,J,J,J,J,E,P,T,E,J,J,P,J,J,J,J,J,P,J,J,P,J,E,P,E,J,J,J,J,E,E,J,J,J,T,P,J,J,J,P,J,J,E,J,J,J,T,J,J,P,J,J,P,J,P,J,,P,J,P,J,E,J,J,J,T,P,T,P,E,P,J,P,J,E,P,J,J,P,J,E,J,J,J,E,J,E,P,J,J,P,J,J,T,J,P,J,J,J,P,J,P,J,P,E,P,J,J,J,J,E,P,J,J,P,P,T,J,J,J,P,T,P,E,P,J,P,J,E,E,P,J,J,J,J,J,J,P,,P,J,P,E,J,J,T,P,E,P,J,P,J,J,J,J,E,J,J,J,J,J,P,J,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 6 klo. 14:06 Istunto 111/09.11.2016 klo. 14:00,Hallituksen esitys eduskunnalle laiksi kiinteistöverolain muuttamisesta,Maria Lohela,HE 174/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Touko Aallon 1. lausumaehdotus",E,P,P,E,P,E,P,E,P,J,J,J,P,J,J,E,P,P,E,E,J,E,E,E,P,,J,J,P,E,J,E,J,J,J,P,J,J,J,J,J,E,P,E,E,J,J,P,J,J,J,J,E,P,J,J,P,J,E,P,E,E,E,J,J,E,E,J,J,J,E,P,J,J,J,P,J,J,E,J,J,J,E,J,J,P,J,J,P,J,P,J,,P,J,P,J,E,J,J,E,E,P,E,P,E,P,J,P,P,E,P,J,J,P,E,E,J,J,J,E,J,E,P,J,J,P,J,J,E,J,P,J,J,J,P,J,P,J,P,E,P,J,J,J,J,E,P,J,J,P,P,E,J,J,J,P,E,P,E,P,J,P,J,E,E,P,J,J,J,J,J,J,P,,P,J,P,E,J,J,E,P,E,P,J,P,E,J,J,J,E,J,J,J,J,E,P,J,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 7 klo. 14:07 Istunto 111/09.11.2016 klo. 14:00,Hallituksen esitys eduskunnalle laiksi kiinteistöverolain muuttamisesta,Maria Lohela,HE 174/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Touko Aallon 2. lausumaehdotus",E,P,P,E,P,E,P,E,P,J,J,J,P,J,J,E,P,P,E,E,J,E,E,E,P,,J,J,P,E,J,E,J,J,J,P,J,J,J,J,J,E,P,E,E,J,J,P,J,J,J,J,E,P,J,J,P,J,E,P,E,E,E,J,J,E,E,J,J,J,E,P,J,J,J,P,J,J,E,J,J,J,E,J,J,P,J,J,P,J,P,J,,P,J,P,J,E,J,J,E,E,P,E,P,E,P,J,P,J,E,P,J,J,P,E,E,J,J,J,E,J,E,P,J,J,P,J,J,E,J,P,J,J,J,P,J,P,J,P,E,P,J,J,J,J,E,P,J,J,P,P,E,J,J,J,P,E,P,E,P,J,P,J,E,E,P,J,J,J,J,J,J,P,,P,J,P,E,J,J,E,P,E,P,J,P,E,J,J,J,E,J,J,J,J,E,P,J,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 1 klo. 13:01 Istunto 113/11.11.2016 klo. 12:58,"Hallituksen esitys eduskunnalle laeiksi aikuiskoulutustuesta annetun lain, Koulutusrahastosta annetun lain ja työttömyysetuuksien rahoituksesta annetun lain 1 §:n muuttamisesta",Maria Lohela,HE 153/2016 vp,Äänestysasettelu: Hyväksyminen / hylkääminen,J,J,P,J,P,E,P,E,P,J,P,J,P,J,J,J,P,J,P,J,P,J,J,J,P,,J,J,P,J,J,P,J,J,J,P,P,J,J,P,J,J,J,E,J,P,P,P,J,J,J,J,J,P,J,J,P,J,J,J,J,J,J,J,P,J,J,J,J,J,E,J,J,J,J,P,J,J,P,J,J,J,E,J,J,J,J,J,J,J,P,J,,P,J,J,J,J,P,J,J,E,P,E,P,P,E,J,J,J,J,J,J,J,J,J,J,P,J,P,J,P,J,P,J,P,P,J,P,E,J,J,J,J,P,J,J,P,P,P,J,J,P,J,J,J,J,J,J,P,P,P,E,J,J,J,P,E,J,J,J,P,P,J,J,J,J,J,J,J,J,P,J,J,,J,J,P,J,J,P,E,P,J,P,P,P,J,J,J,J,J,J,J,J,J,J,P,J,P,,,,,,,,,,,,,,,,,,,,,,J,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 1 klo. 14:01 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi työttömyysturvalain muuttamisesta,Maria Lohela,HE 113/2016 vp,Äänestysasettelu: Hyväksyminen / hylkääminen,J,J,J,E,P,E,J,E,P,J,P,J,J,J,J,E,J,E,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,J,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,E,J,J,J,P,P,P,J,E,J,J,J,E,E,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,J,E,E,P,E,P,E,E,J,J,J,P,P,J,J,J,P,E,J,J,J,E,J,E,P,P,J,E,J,P,E,J,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,E,J,J,P,P,E,J,J,J,P,E,J,P,J,J,P,J,P,P,J,J,E,J,P,P,P,P,,J,P,P,P,P,J,E,P,E,P,J,P,E,J,P,J,E,J,J,J,P,P,J,E,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 2 klo. 14:02 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi työttömyysturvalain muuttamisesta,Maria Lohela,HE 113/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Veronica Rehn-Kivi",J,E,J,J,P,J,J,J,P,E,P,J,J,J,J,J,J,J,J,J,J,J,J,J,J,,J,J,P,J,J,P,J,P,J,J,E,J,J,J,J,J,P,P,J,J,P,P,P,J,J,J,J,J,J,J,P,J,J,P,J,J,P,J,J,J,J,J,J,J,J,J,J,J,P,P,P,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,,J,J,P,P,J,J,J,J,J,P,P,P,J,J,J,J,J,P,P,J,J,J,P,J,E,E,J,J,J,J,J,P,J,J,J,P,J,J,J,J,J,J,J,J,P,P,J,J,J,J,J,J,J,P,J,J,J,P,P,J,J,J,J,P,J,J,P,J,E,J,J,P,P,J,J,J,J,P,P,P,P,,J,P,P,P,P,J,J,P,J,P,J,P,J,J,P,J,J,J,J,J,P,P,J,J,J,,,,,,,,,,,,,,,,,,,,,,E,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 3 klo. 14:02 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi työttömyysturvalain muuttamisesta,Maria Lohela,HE 113/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Antero Laukkanen",E,J,J,E,P,J,J,J,P,J,P,J,J,J,J,E,J,E,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,J,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,J,J,J,J,P,P,P,J,E,J,J,J,E,E,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,J,E,J,P,P,P,E,P,J,J,J,P,P,J,J,J,P,E,J,J,J,E,J,E,J,P,J,E,J,P,J,J,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,E,J,J,P,P,J,J,J,J,P,J,J,P,J,J,J,J,P,P,J,P,E,J,P,P,J,P,,J,P,P,P,P,J,J,P,E,P,J,P,E,J,P,J,E,J,J,J,P,P,J,E,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 4 klo. 14:03 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle tartuntatautilaiksi ja eräiksi siihen liittyviksi laeiksi,Maria Lohela,HE 13/2016 vp,"Äänestysasettelu: Lausumaehdotus 1, mietintö / Anneli Kiljunen",E,E,J,E,P,E,J,E,P,E,P,J,J,J,J,E,J,J,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,E,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,E,J,J,J,P,P,P,J,E,J,J,J,E,J,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,J,E,E,P,E,P,E,E,J,J,J,P,P,J,J,J,P,E,E,E,J,E,J,E,J,P,J,E,J,J,E,P,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,J,J,J,P,P,E,J,J,J,P,E,J,P,J,E,J,J,P,P,J,J,J,J,P,P,J,P,,J,P,P,E,P,J,E,P,E,P,J,P,E,J,P,J,E,J,J,J,P,E,J,J,J,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 5 klo. 14:04 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle tartuntatautilaiksi ja eräiksi siihen liittyviksi laeiksi,Maria Lohela,HE 13/2016 vp,"Äänestysasettelu: Lausumaehdotus 2, mietintö / Anneli Kiljunen",E,E,J,E,P,E,J,E,P,E,P,J,J,J,P,E,J,J,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,E,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,E,J,J,J,P,P,P,J,E,J,J,J,E,J,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,P,E,E,P,E,P,E,E,J,J,J,P,P,J,J,J,P,E,E,E,J,E,J,E,J,P,J,E,J,J,E,J,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,J,J,J,P,P,E,J,J,J,P,E,J,P,J,E,J,J,P,P,J,J,J,J,P,P,J,P,,J,P,P,E,P,J,E,P,E,P,J,P,E,J,P,J,E,J,J,J,P,E,J,J,J,,,,,,,,,,,,,,,,,,,,,,E,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 6 klo. 14:05 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi valtion televisio- ja radiorahastosta annetun lain 3 §:n väliaikaisesta muuttamisesta,Maria Lohela,HE 146/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Katja Taimela",E,E,J,E,P,E,J,E,P,E,P,J,J,J,J,E,J,E,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,E,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,E,J,J,J,P,P,P,J,E,J,J,J,E,E,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,J,E,E,P,E,P,E,E,J,J,J,P,P,J,J,J,E,E,E,E,J,E,J,E,J,P,J,E,J,J,E,J,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,E,J,J,J,P,E,J,J,J,P,E,J,P,J,E,J,J,P,P,J,J,E,J,P,P,J,P,,J,P,P,E,P,J,E,P,E,P,J,P,E,J,P,J,E,J,J,J,P,E,J,E,J,,,,,,,,,,,,,,,,,,,,,,E,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 7 klo. 14:06 Istunto 115/16.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi asuinrakennusten ja asuntojen korjausavustuksista,Maria Lohela,HE 156/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Susanna Huovinen",E,J,J,E,P,E,J,E,P,J,P,J,J,J,J,E,J,E,E,E,J,E,E,E,E,,J,J,P,E,J,P,J,P,J,E,J,J,J,J,J,E,P,P,E,J,P,P,P,J,J,J,E,J,J,J,P,J,E,P,E,E,P,J,J,E,E,J,J,J,E,J,J,J,P,P,P,J,E,J,J,J,E,E,J,J,J,J,J,J,E,J,,J,J,P,P,E,J,J,E,E,P,E,P,E,E,J,J,J,P,P,J,J,J,E,E,J,J,J,E,J,E,J,P,J,P,J,J,E,J,J,J,J,J,J,J,P,P,J,E,J,J,J,J,J,P,E,J,J,J,P,E,J,J,J,P,E,J,P,J,J,J,J,P,P,J,J,E,J,P,P,J,P,,J,P,P,E,P,J,E,P,E,P,J,P,E,J,P,J,E,J,J,J,P,E,J,E,J,,,,,,,,,,,,,,,,,,,,,,J,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 1 klo. 13:01 Istunto 117/18.11.2016 klo. 12:59,Hallituksen esitys eduskunnalle laiksi lapsilisälain 7 §:n muuttamisesta,Maria Lohela,HE 151/2016 vp,"Äänestysasettelu: 7 §:n 3 mom., mietintö / Veronica Rehn-Kivi",E,E,J,E,J,E,J,E,P,E,P,P,J,P,J,J,J,E,J,E,J,E,J,P,P,,J,J,P,J,J,P,J,P,J,E,E,J,P,J,J,P,J,E,J,J,J,J,J,J,P,J,E,J,J,J,J,J,J,E,J,E,E,J,J,E,J,J,J,J,E,J,J,P,P,J,J,J,J,P,J,J,E,E,J,J,J,J,J,J,J,P,,J,J,E,J,J,P,J,E,E,P,E,P,E,E,J,J,J,J,J,J,J,J,E,J,E,E,J,J,J,J,J,J,J,E,J,J,E,J,J,J,J,J,J,J,P,P,P,J,P,P,J,J,J,P,E,J,J,J,P,E,J,J,J,P,P,J,P,J,E,J,J,J,J,P,P,E,J,J,P,J,E,,J,J,P,J,P,J,E,P,J,E,J,J,E,J,P,J,E,J,J,J,J,E,P,E,J,,,,,,,,,,,,,,,,,,,,,,E,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 2 klo. 13:02 Istunto 117/18.11.2016 klo. 12:59,Hallituksen esitys eduskunnalle laiksi energiatehokkuuslain muuttamisesta,Maria Lohela,HE 162/2016 vp,"Äänestysasettelu: 2 §:n 5 kohta (uusi), mietintö / Hanna Sarkkinen",E,E,J,E,J,E,J,E,P,E,P,P,J,J,J,J,J,J,J,P,J,J,J,P,P,,J,J,P,J,J,P,J,P,J,J,E,J,P,J,J,P,J,E,J,J,J,J,J,J,P,J,E,J,J,J,J,J,J,E,J,E,E,J,J,J,J,J,J,J,E,J,J,P,P,J,J,J,J,J,J,J,E,J,J,J,J,J,J,J,J,P,,J,J,E,J,J,P,J,E,E,P,E,P,J,E,J,J,J,J,J,J,J,J,E,J,E,E,J,J,J,J,J,J,J,E,J,J,E,J,J,J,J,J,J,J,P,P,P,J,P,P,J,J,J,P,J,J,J,J,P,E,P,J,J,P,P,J,P,J,E,J,J,J,J,P,J,E,J,J,P,J,E,,J,J,P,J,P,J,E,P,J,E,J,J,E,J,P,J,J,J,J,J,J,E,P,J,J,,,,,,,,,,,,,,,,,,,,,,E,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 1 klo. 14:02 Istunto 119/23.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle perintö- ja lahjaverolain sekä tuloverolain 47 §:n muuttamisesta annetun hallituksen esityksen (HE 175/2016 vp) täydentämisestä,Arto Satonen,HE 245/2016 vp,"Äänestysasettelu: Valiokuntaan lähettäminen, puhemiesneuvoston ehdotus / Timo Harakan ehdotus",E,E,J,E,J,E,J,E,J,E,E,J,J,J,J,E,J,E,P,E,J,E,P,E,E,,J,J,P,E,J,E,J,P,J,E,E,J,J,J,J,E,P,P,P,J,P,P,J,J,J,J,E,J,J,J,P,J,E,P,E,E,E,J,J,E,E,J,J,J,E,J,J,J,P,P,P,P,E,P,J,J,E,P,J,J,J,J,J,J,E,J,,J,J,E,P,E,P,J,E,E,P,E,P,E,E,J,J,J,E,P,J,J,P,P,P,P,P,J,E,P,E,J,P,J,P,J,P,E,J,J,J,J,J,J,J,P,P,J,E,J,P,P,J,J,E,E,J,J,J,P,E,J,P,J,P,E,J,E,P,P,J,J,E,E,J,J,E,J,J,J,J,E,,J,J,P,E,J,P,P,P,E,E,P,J,E,J,J,J,E,P,J,J,J,P,P,E,J,,,,,,,,,,,,,,,,,,,,,,P,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 2 klo. 14:04 Istunto 119/23.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laeiksi verotusmenettelystä annetun lain sekä hallinnollisesta yhteistyöstä verotuksen alalla ja direktiivin 77/799/ETY kumoamisesta annetun neuvoston direktiivin lainsäädännön alaan kuuluvien säännösten kansallisesta täytäntöönpanosta ja direktiivin soveltamisesta annetun lain muuttamisesta  |  Hallituksen esitys eduskunnalle laiksi hallinnollisesta yhteistyöstä verotuksen alalla ja direktiivin 77/799/ETY kumoamisesta annetun neuvoston direktiivin lainsäädännön alaan kuuluvien säännösten kansallisesta täytäntöönpanosta ja direktiivin soveltamisesta annetun lain muuttamisesta sekä eräiksi siihen liittyviksi laeiksi,Arto Satonen,HE 142/2016 vp,"Äänestysasettelu: Lausumaehdotus, mietintö / Anneli Kiljunen",E,J,J,E,J,E,J,E,J,J,J,J,J,J,J,E,J,E,P,E,J,E,P,E,E,,J,J,P,E,J,E,J,P,J,E,P,J,J,J,J,E,P,E,P,J,P,P,J,J,J,J,E,J,J,J,J,J,E,P,E,E,E,J,J,E,E,J,J,J,E,J,J,J,P,P,P,P,P,P,J,J,E,E,J,P,J,J,J,J,E,J,,J,J,J,P,E,P,J,E,E,P,E,P,E,E,J,J,J,E,P,J,J,P,P,P,E,P,J,E,J,E,J,J,J,P,J,P,E,J,J,J,J,J,J,J,P,P,J,E,J,J,P,J,J,E,E,J,J,J,P,E,J,P,J,P,E,J,E,P,P,J,J,E,E,J,J,E,J,J,J,J,E,,J,J,P,E,J,J,P,P,E,J,P,J,E,J,J,J,E,P,J,J,J,P,J,E,J,,,,,,,,,,,,,,,,,,,,,,P,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äänestys 3 klo. 14:05 Istunto 119/23.11.2016 klo. 13:59,Hallituksen esitys eduskunnalle laiksi kansaneläkkeen ja eräiden muiden etuuksien vuoden 2017 indeksitarkistuksista sekä laeiksi kansaneläkeindeksistä annetun lain 2 §:n ja toimeentulotuesta annetun lain 9 §:n muuttamisesta,Arto Satonen,HE 149/2016 vp,Äänestysasettelu: Hyväksyminen / hylkääminen,E,E,J,E,J,E,J,E,J,E,E,J,J,J,J,E,J,E,P,E,J,E,P,E,E,,J,J,P,E,J,E,J,P,J,E,E,J,J,J,J,E,P,E,P,J,P,P,J,J,J,J,E,J,J,J,J,J,E,P,E,E,E,J,J,E,E,J,J,J,E,J,J,J,P,P,P,P,E,P,J,J,E,E,J,P,J,J,J,J,E,J,,J,J,E,P,E,P,J,E,E,P,E,P,E,E,J,J,J,E,P,J,J,P,P,P,E,P,J,E,J,E,J,J,J,P,J,P,E,J,J,J,J,J,J,J,P,P,J,E,J,J,P,J,J,E,E,J,J,J,P,E,J,P,J,P,E,J,E,P,P,J,J,E,E,J,J,E,J,J,J,J,E,,J,J,P,E,J,J,P,P,E,E,P,J,E,J,J,J,E,P,J,J,J,P,J,E,J,,,,,,,,,,,,,,,,,,,,,,P,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
